Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
70M_2 - illumina_universal_adapter	(1, 0.06630638614705926)	(2, 0.06780978576905014)	(3, 0.082967740942992)	(4, 0.08377506336156638)	(5, 0.09084919956736842)	(6, 0.09840751732866716)	(7, 0.10226083968608847)	(8, 0.10417849529976252)	(9, 0.10540007371002008)	(10, 0.10958649602597129)	(15, 0.11865160373962762)	(20, 0.13151261009011903)	(25, 0.14551594587854594)	(30, 0.15566850205732666)	(35, 0.16445200045489758)	(40, 0.17425005521470846)	(45, 0.18602891049127349)	(50, 0.19974449198982538)	(55, 0.215954297160041)	(60, 0.23536923590069136)	(65, 0.2585495603048763)	(70, 0.2874413200030911)	(75, 0.3239331409052449)	(80, 0.3700937602219785)	(85, 0.430477027322736)	(90, 0.5110842507479016)	(95, 0.6194381497899235)	(100, 0.7696683500433888)	(105, 0.9768207138844899)	(110, 1.2628294074119952)	(115, 1.6553512624880438)	(120, 2.1902294874365054)	(125, 2.9030477184125516)	(130, 3.8457218724260636)	(135, 5.047856314239212)	(140, 5.887791803880576)
70M_2 - polya	(1, 0.0005816535535398111)	(2, 0.0021189564791978545)	(3, 0.008972721211163315)	(4, 0.027983998742526467)	(5, 0.05750318145423178)	(6, 0.08742284694050549)	(7, 0.11997001846098454)	(8, 0.15418692768707148)	(9, 0.18918785081046166)	(10, 0.3034500362034309)	(15, 0.4961271726481876)	(20, 0.6844642624322514)	(25, 0.869412717014782)	(30, 1.0530291955544886)	(35, 1.234506587528445)	(40, 1.4146564532681842)	(45, 1.591991073429661)	(50, 1.7671488896000576)	(55, 1.9425141516097681)	(60, 2.115927642806489)	(65, 2.287865492711097)	(70, 2.4593303915295475)	(75, 2.6305768259349933)	(80, 2.800419875464266)	(85, 2.966986170694107)	(90, 3.133795934023408)	(95, 3.302060360975679)	(100, 3.4719017153397678)	(105, 3.642416474072946)	(110, 3.814146030555649)	(115, 3.9861745717975667)	(120, 4.159116595177666)	(125, 4.330249241620178)	(130, 4.500908089393943)	(135, 4.670513603901897)	(140, 4.773432591470424)
70M_2 - polyg	(1, 0.06519075556076159)	(2, 0.06687850439644269)	(3, 0.06713171969570683)	(4, 0.06734891273482461)	(5, 0.06747287168885768)	(6, 0.06762649603359953)	(7, 0.06780448837785215)	(8, 0.06803651411232431)	(9, 0.06818060315290977)	(10, 0.06862685538742884)	(15, 0.06911845329060273)	(20, 0.06943375401470739)	(25, 0.06972087261763868)	(30, 0.070121567287855)	(35, 0.07080810918711511)	(40, 0.07180486631492977)	(45, 0.07314997988792457)	(50, 0.07486930117514573)	(55, 0.07687955518696073)	(60, 0.0791165375420499)	(65, 0.08154867578887319)	(70, 0.08420118550953307)	(75, 0.130809964121617)	(80, 0.1878785476019653)	(85, 0.2043083004547217)	(90, 0.21310557206940742)	(95, 0.22314794251126985)	(100, 0.23654801139006917)	(105, 0.251883111325672)	(110, 0.26535501282911605)	(115, 0.27944141171152753)	(120, 0.29515919518727346)	(125, 0.31267660840080214)	(130, 0.33292514462036893)	(135, 0.3564508589306631)	(140, 0.37193301444592225)
71M_1 - illumina_universal_adapter	(1, 0.07635779525993099)	(2, 0.07774389688390373)	(3, 0.09366369790268513)	(4, 0.09461602348230101)	(5, 0.10295465231468347)	(6, 0.11186247458598086)	(7, 0.11628721042930606)	(8, 0.1181489243658731)	(9, 0.11940291145856964)	(10, 0.12259633987040072)	(15, 0.12710783092259728)	(20, 0.1322378381720519)	(25, 0.139485200976093)	(30, 0.14812284903093054)	(35, 0.15690560287928648)	(40, 0.16656185397026352)	(45, 0.17770901754669238)	(50, 0.19052787032553603)	(55, 0.2053167709565932)	(60, 0.22276733901109477)	(65, 0.2430511031888143)	(70, 0.26764664528561793)	(75, 0.29809464092707144)	(80, 0.3370078751600471)	(85, 0.38710152179315616)	(90, 0.45354742434409073)	(95, 0.5424371636591105)	(100, 0.6635591053604689)	(105, 0.8292454803701421)	(110, 1.0597917229827793)	(115, 1.3756542270303007)	(120, 1.8076859191925212)	(125, 2.389092025378629)	(130, 3.159506464589711)	(135, 4.153232114298975)	(140, 4.852149472046663)
71M_1 - polya	(1, 0.00733676030353798)	(2, 0.01048769187447521)	(3, 0.013340264795613701)	(4, 0.0167422139759757)	(5, 0.020689135597851998)	(6, 0.02484854142419751)	(7, 0.029576039735030656)	(8, 0.03318717025657996)	(9, 0.03694582867138768)	(10, 0.047141767622627964)	(15, 0.06359927478370346)	(20, 0.07965779606032487)	(25, 0.09468516342033556)	(30, 0.10898479990389989)	(35, 0.12296780189417227)	(40, 0.13759023821582145)	(45, 0.15210037718588582)	(50, 0.16625248577619176)	(55, 0.1797955463773144)	(60, 0.1929523921653397)	(65, 0.20632304330314688)	(70, 0.22048373933798576)	(75, 0.23218842623640018)	(80, 0.24347805331572187)	(85, 0.2548570778945405)	(90, 0.2662114410941875)	(95, 0.27749468263783084)	(100, 0.2893213552867903)	(105, 0.30212259279479714)	(110, 0.31442003355687076)	(115, 0.3263973167714851)	(120, 0.33820835586757675)	(125, 0.3499526771253741)	(130, 0.3621248292736208)	(135, 0.3734833761000916)	(140, 0.3802509429647146)
71M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000552679122505412)	(4, 0.0009732437137346299)	(5, 0.0014213321656463883)	(6, 0.0018176757594749707)	(7, 0.0023042976163422857)	(8, 0.002746881296117536)	(9, 0.003210383110011517)	(10, 0.004722213729582097)	(15, 0.007642605443442368)	(20, 0.010777463079740996)	(25, 0.013438469930529004)	(30, 0.016146157249034603)	(35, 0.01896195829230122)	(40, 0.021977692659565812)	(45, 0.02517002011696958)	(50, 0.02853828009185615)	(55, 0.031535738615627536)	(60, 0.034964551084015694)	(65, 0.03991950657952935)	(70, 0.0804628139375678)	(75, 0.13787494503072165)	(80, 0.15578901489911717)	(85, 0.1644823712479762)	(90, 0.17397325898397253)	(95, 0.18581292289517412)	(100, 0.19932515677233237)	(105, 0.21268259645701196)	(110, 0.22626771351725755)	(115, 0.24048367746434693)	(120, 0.2560886055169201)	(125, 0.2737587038842256)	(130, 0.2942527503575597)	(135, 0.3173140023644758)	(140, 0.3325366790398898)
71M_2 - illumina_universal_adapter	(1, 0.05861701561839273)	(2, 0.060011924877783875)	(3, 0.07586126481321796)	(4, 0.07681138848397925)	(5, 0.08509386864056932)	(6, 0.09390370596783687)	(7, 0.09833945135543509)	(8, 0.10023859774253038)	(9, 0.10156634878185614)	(10, 0.10568722120324607)	(15, 0.11391399306581469)	(20, 0.12466459285752954)	(25, 0.1364267495770491)	(30, 0.14542485011138523)	(35, 0.1538854646943127)	(40, 0.16345826343970024)	(45, 0.17461577598774575)	(50, 0.18740490299705226)	(55, 0.2021651788129996)	(60, 0.21956069914613607)	(65, 0.2398418210332301)	(70, 0.2644232709133642)	(75, 0.2948494676571572)	(80, 0.33343263575282783)	(85, 0.3828042764725125)	(90, 0.44813447180681953)	(95, 0.5357730865106538)	(100, 0.6557097406755793)	(105, 0.8196662960890763)	(110, 1.0475085946282605)	(115, 1.359990287820424)	(120, 1.7872909586176444)	(125, 2.363116767193531)	(130, 3.1277784993310767)	(135, 4.115952476245229)	(140, 4.812053812758765)
71M_2 - polya	(1, 0.0006902984259181143)	(2, 0.002550911408057848)	(3, 0.01005831964782758)	(4, 0.031038107214487205)	(5, 0.06420215742809383)	(6, 0.09720436734088712)	(7, 0.13335971073347225)	(8, 0.16965047152061546)	(9, 0.20667226604748695)	(10, 0.32512813650769173)	(15, 0.524284847252647)	(20, 0.7175606998287278)	(25, 0.9078256622370242)	(30, 1.0953732489278547)	(35, 1.2816459303918701)	(40, 1.4661824067240308)	(45, 1.648598665020094)	(50, 1.8302508609436097)	(55, 2.010690906042666)	(60, 2.189473794537749)	(65, 2.365886107959965)	(70, 2.5419053806516354)	(75, 2.7170414677017236)	(80, 2.8897184629429913)	(85, 3.061162169034796)	(90, 3.2316817339803228)	(95, 3.4019736215502845)	(100, 3.574122378857333)	(105, 3.746795190471777)	(110, 3.919823610366239)	(115, 4.093349661661842)	(120, 4.267817469374558)	(125, 4.442011800007533)	(130, 4.615951149595144)	(135, 4.790051238529142)	(140, 4.896808587435725)
71M_2 - polyg	(1, 0.06274889758405569)	(2, 0.06412288870932811)	(3, 0.06430014237212367)	(4, 0.06440143017943542)	(5, 0.0645181313487294)	(6, 0.06462382297375036)	(7, 0.06474602891518083)	(8, 0.06490346539828497)	(9, 0.06500915702330591)	(10, 0.06535926053118782)	(15, 0.06573600713621044)	(20, 0.0659793180646441)	(25, 0.06618563692432042)	(30, 0.06653133661449313)	(35, 0.06710603482554459)	(40, 0.0679821743587912)	(45, 0.06924166622362425)	(50, 0.07093097069687586)	(55, 0.07294065290847222)	(60, 0.07519320566673135)	(65, 0.07764833403961394)	(70, 0.08035448002192133)	(75, 0.11947689559608429)	(80, 0.1762960526346935)	(85, 0.19460998915108496)	(90, 0.2035512804369723)	(95, 0.2130313788195811)	(100, 0.22515707069099564)	(105, 0.23904296850078)	(110, 0.2520632959398199)	(115, 0.26579043612118736)	(120, 0.2808748329205323)	(125, 0.29767165423610215)	(130, 0.3163425201778248)	(135, 0.3377129263752911)	(140, 0.35176815097599445)
72M_1 - illumina_universal_adapter	(1, 0.07470446222264106)	(2, 0.07604174091101037)	(3, 0.09147463053910396)	(4, 0.09243803471573307)	(5, 0.10056899257540489)	(6, 0.10976630556421398)	(7, 0.11394069576486116)	(8, 0.11579706399271905)	(9, 0.1170584840845034)	(10, 0.12026578554811591)	(15, 0.12483745805602095)	(20, 0.13012523571568807)	(25, 0.1374843865398197)	(30, 0.14633665128359083)	(35, 0.15515098672906952)	(40, 0.1647722409033649)	(45, 0.17579211085983976)	(50, 0.18844012303787538)	(55, 0.20314346970566896)	(60, 0.22003414482127828)	(65, 0.24020191130935825)	(70, 0.26456834274899266)	(75, 0.294942991777004)	(80, 0.33306865546522013)	(85, 0.38232971091556767)	(90, 0.4479983305907019)	(95, 0.5352502381661915)	(100, 0.6541464509376779)	(105, 0.8176349476479776)	(110, 1.0422297112959442)	(115, 1.3488874377741413)	(120, 1.7650208230222084)	(125, 2.3225416279738154)	(130, 3.0590631456819595)	(135, 4.003931382604959)	(140, 4.668683732300605)
72M_1 - polya	(1, 0.006221488614204429)	(2, 0.0088548656099398)	(3, 0.011642127187318966)	(4, 0.01504601078551024)	(5, 0.018952728509636172)	(6, 0.023231153357028453)	(7, 0.02791813093174264)	(8, 0.03186602903687184)	(9, 0.035590686129193846)	(10, 0.045255504811813736)	(15, 0.06173719372240636)	(20, 0.0777225506724859)	(25, 0.09242979863953242)	(30, 0.10630758703763413)	(35, 0.12005229778344106)	(40, 0.13427946920352843)	(45, 0.14836792776128896)	(50, 0.16224029768820603)	(55, 0.175613518049594)	(60, 0.18836274726935873)	(65, 0.20141606109200555)	(70, 0.21511872450141967)	(75, 0.22665053161541932)	(80, 0.23780694704574712)	(85, 0.24912591661161407)	(90, 0.2602439692659546)	(95, 0.27119599996319776)	(100, 0.28279044460409186)	(105, 0.29559819331265075)	(110, 0.3082414372360439)	(115, 0.32035908945452696)	(120, 0.3322368117689541)	(125, 0.3440289222386639)	(130, 0.356235437384575)	(135, 0.3676469544382758)	(140, 0.37475338776635564)
72M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005060852086454396)	(4, 0.0008658716953055807)	(5, 0.0011768919413039558)	(6, 0.0014803263276438338)	(7, 0.0018509497566732563)	(8, 0.002205317772148757)	(9, 0.0025195891008579162)	(10, 0.0036236567894403016)	(15, 0.005980475015911612)	(20, 0.008456499608445018)	(25, 0.010526572339825142)	(30, 0.012710649704930108)	(35, 0.014980555653599782)	(40, 0.017510764957979593)	(45, 0.02639814139502724)	(50, 0.037510775578183116)	(55, 0.042109973919706126)	(60, 0.045979412562081726)	(65, 0.06172223874193676)	(70, 0.10420153565758801)	(75, 0.13726027857162296)	(80, 0.14949128520728866)	(85, 0.15826400679406932)	(90, 0.16860244981436373)	(95, 0.1810345901004033)	(100, 0.19461349562796024)	(105, 0.20848001360599788)	(110, 0.22320828524124078)	(115, 0.23924457582045594)	(120, 0.2573782482258219)	(125, 0.2787523831384503)	(130, 0.30446909759729707)	(135, 0.3358442131448405)	(140, 0.3569981413885251)
72M_2 - illumina_universal_adapter	(1, 0.05575715218418953)	(2, 0.05710310042645427)	(3, 0.07244279235017204)	(4, 0.07340619652680115)	(5, 0.08146779795530955)	(6, 0.09058600126482289)	(7, 0.09477556318478707)	(8, 0.09664818682619888)	(9, 0.09795512207593422)	(10, 0.10217155961297422)	(15, 0.11077544163764144)	(20, 0.12271493452357349)	(25, 0.13582026566959282)	(30, 0.14564893892083625)	(35, 0.15433864952906823)	(40, 0.1638543518846868)	(45, 0.1748965459424423)	(50, 0.18747888624972014)	(55, 0.20215037230694805)	(60, 0.21896107078787205)	(65, 0.23900833047680564)	(70, 0.26331125743415595)	(75, 0.2935398244790294)	(80, 0.3312742745477145)	(85, 0.3796083379477937)	(90, 0.4437506826596384)	(95, 0.5293291495944638)	(100, 0.6464715116129053)	(105, 0.8076168446441191)	(110, 1.0285339835296465)	(115, 1.3302333753962028)	(120, 1.7398184298482078)	(125, 2.2894083268962797)	(130, 3.0168047056517935)	(135, 3.9515167769251507)	(140, 4.609856474343197)
72M_2 - polya	(1, 0.0004898297950915175)	(2, 0.0017631705234820772)	(3, 0.008128790471197949)	(4, 0.025473316733232765)	(5, 0.052305586039573415)	(6, 0.07940769521090917)	(7, 0.11016185396069274)	(8, 0.14214167089244203)	(9, 0.1759150017863074)	(10, 0.28768809233846493)	(15, 0.4825571230674927)	(20, 0.6751300224473173)	(25, 0.8627829499914881)	(30, 1.0482949312011836)	(35, 1.2326456256665872)	(40, 1.4154993049130982)	(45, 1.5953977499755057)	(50, 1.7737816239723827)	(55, 1.9506054117457778)	(60, 2.126343121154924)	(65, 2.3006462361332245)	(70, 2.4739577708847365)	(75, 2.646408852412126)	(80, 2.8163195379093096)	(85, 2.98417033740094)	(90, 3.1519357417867004)	(95, 3.3205672346066137)	(100, 3.4905552958723134)	(105, 3.661127685070565)	(110, 3.833139436954305)	(115, 4.005774963240821)	(120, 4.1791430668315)	(125, 4.350899283614171)	(130, 4.523355350135051)	(135, 4.696796928194994)	(140, 4.803578739830708)
72M_2 - polyg	(1, 0.06387077093607048)	(2, 0.06527523866712935)	(3, 0.06545404821622249)	(4, 0.06558192413618001)	(5, 0.06569137725410976)	(6, 0.06580949992593492)	(7, 0.06592870629199701)	(8, 0.06607175393127153)	(9, 0.06617578857801663)	(10, 0.06652278747268102)	(15, 0.06689362764055783)	(20, 0.067111233443333)	(25, 0.06730044645710064)	(30, 0.06751675182679151)	(35, 0.06791858564984446)	(40, 0.06858224000053925)	(45, 0.06946393363170397)	(50, 0.07064906164920859)	(55, 0.07208473977429099)	(60, 0.0737822384270152)	(65, 0.07576474866405154)	(70, 0.077920433240149)	(75, 0.11438110910274875)	(80, 0.1691109191503304)	(85, 0.18702915314139495)	(90, 0.1953436888048024)	(95, 0.2045102248772827)	(100, 0.21631555641668307)	(105, 0.22979866337369556)	(110, 0.24226028014297957)	(115, 0.2553157613541003)	(120, 0.2695557203661833)	(125, 0.28536703602181224)	(130, 0.3033533260109559)	(135, 0.3236387816931663)	(140, 0.33704733048667807)
78M_1 - illumina_universal_adapter	(1, 0.08112704618608971)	(2, 0.08267490642226381)	(3, 0.09948621848669233)	(4, 0.10038148942698276)	(5, 0.1073621555513885)	(6, 0.11473335558254964)	(7, 0.11834910815005516)	(8, 0.12011925661513964)	(9, 0.121289838664631)	(10, 0.12433926608380245)	(15, 0.1288537564722328)	(20, 0.1339725037618204)	(25, 0.14138754963629874)	(30, 0.1504142871374548)	(35, 0.15910269787552617)	(40, 0.16871758147959734)	(45, 0.17952751923175553)	(50, 0.19211617068350673)	(55, 0.20693280277823578)	(60, 0.2243447009290322)	(65, 0.2451486358793391)	(70, 0.2705372145673838)	(75, 0.30216006037266724)	(80, 0.3424794742822206)	(85, 0.3946005577395204)	(90, 0.4631095859555442)	(95, 0.5549258408740536)	(100, 0.6796937765515897)	(105, 0.8492242395728722)	(110, 1.0817328325934095)	(115, 1.4002033427459142)	(120, 1.8346815930153368)	(125, 2.41182809941423)	(130, 3.176793475983235)	(135, 4.158167863709172)	(140, 4.848764979855894)
78M_1 - polya	(1, 0.006368863659514798)	(2, 0.008835447263800148)	(3, 0.011175591692008035)	(4, 0.01435084648479207)	(5, 0.018416273863992437)	(6, 0.022546960172781173)	(7, 0.027158931087284125)	(8, 0.03107548653336103)	(9, 0.034661668648396815)	(10, 0.04471297134409025)	(15, 0.06174616376911921)	(20, 0.07808006597677782)	(25, 0.09309492207013154)	(30, 0.10750531732817299)	(35, 0.12263417261415137)	(40, 0.13732395766449304)	(45, 0.1521932047712027)	(50, 0.16685260363245477)	(55, 0.18068770063934375)	(60, 0.19433150740887686)	(65, 0.20847862367286027)	(70, 0.22268121002699376)	(75, 0.23430810800393634)	(80, 0.24564256440266105)	(85, 0.25692175464539063)	(90, 0.26823520582615407)	(95, 0.2798182579597795)	(100, 0.291473910652572)	(105, 0.3046829298037226)	(110, 0.31822028294436466)	(115, 0.33119110700251764)	(120, 0.34397145655993466)	(125, 0.3567122428912887)	(130, 0.36919362497752906)	(135, 0.38118128247460226)	(140, 0.38848436849800555)
78M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000547563206077401)	(4, 0.0008962906110652429)	(5, 0.0012072901973848096)	(6, 0.001480561965036101)	(7, 0.0017997189175542137)	(8, 0.0020872660760529603)	(9, 0.0024043836870214367)	(10, 0.003449138362900217)	(15, 0.0056069656565706)	(20, 0.007827604669969788)	(25, 0.009785168623465868)	(30, 0.011888953366070883)	(35, 0.0139949813843805)	(40, 0.016350216940055697)	(45, 0.027689363824344577)	(50, 0.04146715533368879)	(55, 0.04606709413304889)	(60, 0.04963675758153262)	(65, 0.06011958494912913)	(70, 0.09819062480020826)	(75, 0.13766004115187314)	(80, 0.15132893182246676)	(85, 0.1602877592500199)	(90, 0.1700902622766577)	(95, 0.1821680586702249)	(100, 0.19569807018128826)	(105, 0.2097440351044097)	(110, 0.22484230026714352)	(115, 0.24068084641239543)	(120, 0.25853507774530804)	(125, 0.28011396248447673)	(130, 0.3057609257468604)	(135, 0.33724856320740293)	(140, 0.3587018245071141)
78M_2 - illumina_universal_adapter	(1, 0.06185934722512403)	(2, 0.06341332548594705)	(3, 0.08017773269473392)	(4, 0.08106382659805098)	(5, 0.08801288292843737)	(6, 0.09538612230114814)	(7, 0.09901716993027593)	(8, 0.10079445609078415)	(9, 0.10204559213148613)	(10, 0.1062250187033112)	(15, 0.11523136278897088)	(20, 0.12723635468921607)	(25, 0.14020248826180495)	(30, 0.14977434175917886)	(35, 0.1581523647133955)	(40, 0.1676155213061738)	(45, 0.17849132979038526)	(50, 0.1910088082220541)	(55, 0.20578241021008586)	(60, 0.22308581539044164)	(65, 0.24374556889318919)	(70, 0.2689100239449288)	(75, 0.3003835899487789)	(80, 0.3403585590705986)	(85, 0.3914507947161069)	(90, 0.4584500983829347)	(95, 0.5485269988937592)	(100, 0.6717056757016635)	(105, 0.8392369722018372)	(110, 1.0683276287851835)	(115, 1.3826680644313647)	(120, 1.812098944365437)	(125, 2.3839515240356284)	(130, 3.1434555439347074)	(135, 4.120449222077871)	(140, 4.809078373629193)
78M_2 - polya	(1, 0.0005251304490313995)	(2, 0.0018568204809440356)	(3, 0.00836843804893339)	(4, 0.02644006319103726)	(5, 0.054342334273163886)	(6, 0.08248320831659799)	(7, 0.11388804851022531)	(8, 0.14679078507206064)	(9, 0.18060918598968276)	(10, 0.29201229682167595)	(15, 0.4857719728600348)	(20, 0.6762279155879825)	(25, 0.8621915967503908)	(30, 1.046719173593545)	(35, 1.2305523546390482)	(40, 1.412641898659612)	(45, 1.5928293488168301)	(50, 1.7709042450627794)	(55, 1.948306566465659)	(60, 2.1250807706712505)	(65, 2.301175466272503)	(70, 2.477292390696646)	(75, 2.6519899334022425)	(80, 2.824129733936285)	(85, 2.9937941816973788)	(90, 3.163954597323344)	(95, 3.3353298487104275)	(100, 3.5079209555294044)	(105, 3.68141752999642)	(110, 3.85499730959866)	(115, 4.0294746034168964)	(120, 4.205079245243771)	(125, 4.37869552905975)	(130, 4.552651363243744)	(135, 4.726688567155568)	(140, 4.833151780951877)
78M_2 - polyg	(1, 0.06303808664081394)	(2, 0.06470830736996623)	(3, 0.06498361847916716)	(4, 0.06518857230490563)	(5, 0.06534560160422764)	(6, 0.06550874892819855)	(7, 0.06568719131379175)	(8, 0.06587583040713313)	(9, 0.06601858431560768)	(10, 0.06646132536603376)	(15, 0.06695301061365114)	(20, 0.06723790662813535)	(25, 0.06746203026444039)	(30, 0.06775406397434836)	(35, 0.06823208563358314)	(40, 0.06897624136504552)	(45, 0.06999142558845454)	(50, 0.0714106033728466)	(55, 0.07326844352456546)	(60, 0.0752076534041148)	(65, 0.07725943493720408)	(70, 0.07958285676470495)	(75, 0.12053772950112504)	(80, 0.1765702700506277)	(85, 0.19302959176358891)	(90, 0.20142923173823174)	(95, 0.21061707722180908)	(100, 0.22256374395373468)	(105, 0.23661011674516602)	(110, 0.2490866044116872)	(115, 0.2623645533072155)	(120, 0.27645966636168307)	(125, 0.29230902101714806)	(130, 0.31040409858707274)	(135, 0.33114644542258065)	(140, 0.34487202978825415)
79M_1 - illumina_universal_adapter	(1, 0.08936174220308135)	(2, 0.09103425816693754)	(3, 0.11001675310973756)	(4, 0.1110449575546317)	(5, 0.1204346193248713)	(6, 0.13070656132839345)	(7, 0.13553104026306048)	(8, 0.13779286554304052)	(9, 0.13935649959515573)	(10, 0.1434713378638161)	(15, 0.1494201067242539)	(20, 0.1560432699411244)	(25, 0.16531933532509407)	(30, 0.17645582215771824)	(35, 0.18738823959287326)	(40, 0.19930867619003242)	(45, 0.21270900879172044)	(50, 0.22784292102735448)	(55, 0.2450684884623507)	(60, 0.2651415985128572)	(65, 0.2886560504707397)	(70, 0.3168104433602974)	(75, 0.35130670248649587)	(80, 0.3945799661929522)	(85, 0.4499595514922822)	(90, 0.5223098981032558)	(95, 0.6187833128839259)	(100, 0.7491219207002711)	(105, 0.9268841013000937)	(110, 1.1718062165532586)	(115, 1.5071283808998184)	(120, 1.9644820244438546)	(125, 2.5766655219847676)	(130, 3.3813457290188964)	(135, 4.413545129829389)	(140, 5.1393048087494275)
79M_1 - polya	(1, 0.005927890473237943)	(2, 0.007826027718124396)	(3, 0.009888049077590047)	(4, 0.012298043557052623)	(5, 0.015035806265673593)	(6, 0.0179486780282285)	(7, 0.02133973220729531)	(8, 0.02430199370301107)	(9, 0.027126188444663534)	(10, 0.03445517584816006)	(15, 0.046499984773369765)	(20, 0.058255863759588467)	(25, 0.069975822939872)	(30, 0.08148767174451868)	(35, 0.09296000876263666)	(40, 0.10442965179530952)	(45, 0.11613479405564478)	(50, 0.12787203964253463)	(55, 0.13947121847536118)	(60, 0.15104008997192991)	(65, 0.16288913595479296)	(70, 0.17522691579716135)	(75, 0.18641795583504955)	(80, 0.19764693616795678)	(85, 0.20901353425735314)	(90, 0.22023106515211852)	(95, 0.23101172140719745)	(100, 0.24193089341391388)	(105, 0.2533334113092454)	(110, 0.2643841396051994)	(115, 0.27494186856469316)	(120, 0.28549061757270316)	(125, 0.29611098169379646)	(130, 0.3064112105444925)	(135, 0.316475491169952)	(140, 0.3223185211016681)
79M_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006274741099299394)	(4, 0.0009743247359913907)	(5, 0.0013088279287626285)	(6, 0.0016017988459213301)	(7, 0.001959874411337521)	(8, 0.0022820301708185455)	(9, 0.002553673703203242)	(10, 0.003614879469800317)	(15, 0.005595856767124747)	(20, 0.007707043360964156)	(25, 0.009583179724715323)	(30, 0.011513644794943424)	(35, 0.013542664832706141)	(40, 0.01592796444558829)	(45, 0.03627182003333111)	(50, 0.06157552732435913)	(55, 0.06939279958978684)	(60, 0.0745995999588763)	(65, 0.09084051571367474)	(70, 0.12941457080866292)	(75, 0.1637056380434567)	(80, 0.17865658376760846)	(85, 0.19005057070903036)	(90, 0.20278975438272426)	(95, 0.21772992416509548)	(100, 0.23405098598688673)	(105, 0.2516736917762536)	(110, 0.2709821589579152)	(115, 0.29214992509429594)	(120, 0.3162597478355539)	(125, 0.3454823059541086)	(130, 0.3807182885837843)	(135, 0.42417339630778744)	(140, 0.45396348736011777)
79M_2 - illumina_universal_adapter	(1, 0.06841712786107287)	(2, 0.07009750128247738)	(3, 0.08891498961676272)	(4, 0.08994880653133423)	(5, 0.09927336365331636)	(6, 0.10948020100858101)	(7, 0.11427774008879668)	(8, 0.11656650522322806)	(9, 0.11819748891147172)	(10, 0.12339261534363226)	(15, 0.13407359413724113)	(20, 0.14806525654413685)	(25, 0.1629037283759541)	(30, 0.17439492329218803)	(35, 0.1848563422720182)	(40, 0.19652017675552805)	(45, 0.20991691737662257)	(50, 0.2249630505865025)	(55, 0.24212171738294447)	(60, 0.2620228613625364)	(65, 0.2853657962470785)	(70, 0.31332442619428946)	(75, 0.3475589197347354)	(80, 0.3903777978961119)	(85, 0.4446431957150905)	(90, 0.5153252918391626)	(95, 0.6098320972448824)	(100, 0.7382139736329093)	(105, 0.9133075371505364)	(110, 1.153736084681212)	(115, 1.4831700948398492)	(120, 1.9327271200068707)	(125, 2.5357019017999423)	(130, 3.329594717615379)	(135, 4.349936092491524)	(140, 5.068042158761928)
79M_2 - polya	(1, 0.0005242046678663358)	(2, 0.001865584920757709)	(3, 0.008526463933860143)	(4, 0.028302562089040237)	(5, 0.060499055640239614)	(6, 0.09203776774525126)	(7, 0.1263815921950123)	(8, 0.16172555874128064)	(9, 0.19866122168805106)	(10, 0.3163351794280177)	(15, 0.5134680133735274)	(20, 0.7015690366154266)	(25, 0.8839992204953114)	(30, 1.0649721827481637)	(35, 1.2466642146160811)	(40, 1.429042763774934)	(45, 1.6107399591149545)	(50, 1.7932918213374447)	(55, 1.97597232136494)	(60, 2.157717559445399)	(65, 2.3395629239849014)	(70, 2.521403798548662)	(75, 2.704407576829575)	(80, 2.88585557851592)	(85, 3.0663068055875637)	(90, 3.246303422615341)	(95, 3.4263947781312725)	(100, 3.60855893094845)	(105, 3.7907684325206206)	(110, 3.9718493786900657)	(115, 4.152791135611512)	(120, 4.332812223007083)	(125, 4.512154201571692)	(130, 4.691128002125465)	(135, 4.869100089091221)	(140, 4.977298626524278)
79M_2 - polyg	(1, 0.06293149999841167)	(2, 0.06442441693259203)	(3, 0.0646107509258807)	(4, 0.06478698247375012)	(5, 0.06491606927632962)	(6, 0.06504291109103817)	(7, 0.06517199789361768)	(8, 0.06530445217800361)	(9, 0.0654256815230348)	(10, 0.06580126799384436)	(15, 0.06618875290036999)	(20, 0.06640606772627775)	(25, 0.06658185027657296)	(30, 0.06684900383321576)	(35, 0.0672699390590185)	(40, 0.06791335258283218)	(45, 0.06878395887918576)	(50, 0.06994776059148515)	(55, 0.07132865263090521)	(60, 0.07293426795620715)	(65, 0.0746566226507984)	(70, 0.07654690243813653)	(75, 0.123965087250724)	(80, 0.18843373044437367)	(85, 0.2077608310253642)	(90, 0.2174079929044015)	(95, 0.22795382342817933)	(100, 0.24187095223775956)	(105, 0.25800096559173313)	(110, 0.272625265580662)	(115, 0.28789118310310774)	(120, 0.30437545554311696)	(125, 0.3225115900585696)	(130, 0.3426062519926372)	(135, 0.36562478612982735)	(140, 0.38095872678476284)
