Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
72M_R2 - illumina_universal_adapter	(1, 0.0011930255398284455)	(2, 0.002616111101111412)	(3, 0.004104928097095671)	(4, 0.005564165947464348)	(5, 0.006729803389500588)	(6, 0.007769455581692687)	(7, 0.008618486613251038)	(8, 0.009330577155848367)	(9, 0.009811512153079485)	(10, 0.010338459154601506)	(12, 0.010713676094354713)	(14, 0.010922921161487159)	(16, 0.01359599950600636)	(18, 0.01725450160908909)	(20, 0.020991333671857525)	(22, 0.0249609645658597)	(24, 0.029158464433493028)	(26, 0.033745970813687354)	(28, 0.03848027739804789)	(30, 0.04346874552992009)	(32, 0.04869603787454031)	(34, 0.054414124931596856)	(36, 0.06041376163395726)	(38, 0.06674753312938257)	(40, 0.07339133789181564)	(42, 0.08049033283955515)	(44, 0.0880954598344946)	(46, 0.09642746694483917)	(48, 0.10542993468913693)	(50, 0.1150699973500372)	(52, 0.11759572772843435)	(54, 0.11765543378162135)	(56, 0.11772938164566031)	(58, 0.11780935489121355)	(60, 0.11789754456610445)	(62, 0.11801147905292)	(64, 0.11813253444516156)	(66, 0.11828316898301869)	(68, 0.11844201995021347)	(70, 0.11864195306409657)	(72, 0.11886270113230174)	(74, 0.11907249396139004)	(76, 0.11930200622088871)	(78, 0.1195304229564757)	(80, 0.11975774416815099)	(82, 0.12004641471888083)	(84, 0.12030660164790678)	(86, 0.12061773043882623)	(88, 0.12094474432646515)	(90, 0.12127997464344176)	(92, 0.12165847815493003)	(94, 0.12212243253152996)	(96, 0.12258748243204161)	(98, 0.12315825039003117)	(100, 0.12380515725988303)	(102, 0.12451450899270114)	(104, 0.12530766830476342)	(106, 0.12623393377209577)	(108, 0.12730590391968266)	(110, 0.1284715413617189)	(112, 0.12974673119492397)	(114, 0.13116379137469264)	(116, 0.1327128621858198)	(118, 0.13440818543915725)	(120, 0.13584058295368956)
72M_R2 - polya	(1, 0.10732738210418089)	(2, 0.14316635135114852)	(3, 0.17906447888934734)	(4, 0.21507654091436174)	(5, 0.2503359780120463)	(6, 0.2858451945615958)	(7, 0.3216239099934206)	(8, 0.3571714698798792)	(9, 0.39281653139447803)	(10, 0.4466850854180542)	(12, 0.5179522024451064)	(14, 0.5894592392088183)	(16, 0.6614340646828212)	(18, 0.7332314152831304)	(20, 0.805287857288554)	(22, 0.8767603850490477)	(24, 0.9477218509047389)	(26, 1.0191133098957679)	(28, 1.0904089105445238)	(30, 1.1617943441540384)	(32, 1.2320596045638519)	(34, 1.3032768752529222)	(36, 1.373811086783055)	(38, 1.4447714571148347)	(40, 1.5153144328362609)	(42, 1.5856300873460119)	(44, 1.6554067440912124)	(46, 1.7257207553150957)	(48, 1.7957806049914677)	(50, 1.8651908089882085)	(52, 1.9344668113057673)	(54, 2.0042374426694534)	(56, 2.0732253221982386)	(58, 2.1415465754267613)	(60, 2.209762110597806)	(62, 2.27729239556209)	(64, 2.344711484849337)	(66, 2.4117339944805534)	(68, 2.4791311732895673)	(70, 2.546815927125399)	(72, 2.6145297123448907)	(74, 2.682552983069434)	(76, 2.7509520184956866)	(78, 2.8197651619605573)	(80, 2.8886752592916123)	(82, 2.9574369131326335)	(84, 3.025461279381089)	(86, 3.0936855787434268)	(88, 3.162421487772524)	(90, 3.2309777308801033)	(92, 3.299826478872104)	(94, 3.3681904575331822)	(96, 3.4369351307535725)	(98, 3.506075835868038)	(100, 3.57512999459348)	(102, 3.6440050351593607)	(104, 3.7121690807065564)	(106, 3.7804322711677596)	(108, 3.8485185345172255)	(110, 3.9170413641454984)	(112, 3.9857696045072135)	(114, 4.054811712469627)	(116, 4.12353885730743)	(118, 4.1926187608447965)	(120, 4.246797348135381)
72M_R2 - polyg	(1, 0.02974456972624621)	(2, 0.029786199634890365)	(3, 0.02983659373482802)	(4, 0.02988589231085399)	(5, 0.029920949076028013)	(6, 0.029974629747700734)	(7, 0.03001845070416826)	(8, 0.030072131375840982)	(9, 0.03012252547577864)	(10, 0.030253988345181226)	(12, 0.030395310929789)	(14, 0.030509793178560417)	(16, 0.03060510375887729)	(18, 0.03073163677067728)	(20, 0.030872959355285057)	(22, 0.031024689417053868)	(24, 0.031190113527718787)	(26, 0.03136704063945643)	(28, 0.0315877887076616)	(30, 0.03179593825088236)	(32, 0.03206050727555506)	(34, 0.032349725588240744)	(36, 0.03264332599657318)	(38, 0.032992250362445866)	(40, 0.03336582401633154)	(42, 0.03381115448643279)	(44, 0.03425922376631327)	(46, 0.03474234981136776)	(48, 0.03527258338462485)	(50, 0.03581048562526376)	(52, 0.036374680439783175)	(54, 0.03734202805380385)	(56, 0.061920107012528536)	(58, 0.09821262315893509)	(60, 0.11439405909652559)	(62, 0.12902423317516562)	(64, 0.13619827151085578)	(66, 0.14007587839627614)	(68, 0.1429768257144265)	(70, 0.14571453996973527)	(72, 0.14789572807790646)	(74, 0.14914462533723102)	(76, 0.15013169238166207)	(78, 0.1511335489989009)	(80, 0.15208446375424628)	(82, 0.15306331436933968)	(84, 0.15408269936916558)	(86, 0.15502977979082)	(88, 0.1560119169776485)	(90, 0.15733092776732105)	(92, 0.16082236247387133)	(94, 0.1654947719572215)	(96, 0.17033315331319243)	(98, 0.17528492139402307)	(100, 0.18064586765586926)	(102, 0.18631410837494397)	(104, 0.1921187418210239)	(106, 0.19834624749701543)	(108, 0.2048235326248719)	(110, 0.21162837940232312)	(112, 0.21899961204211715)	(114, 0.22650449859913713)	(116, 0.23433639904379605)	(118, 0.24266128524871466)	(120, 0.24925360038729838)
78M_R1 - polya	(1, 0.01663770005181049)	(2, 0.019886542669654117)	(3, 0.02289125855939726)	(4, 0.025649787579874506)	(5, 0.02821672347196909)	(6, 0.030956711221957693)	(7, 0.03375953327749115)	(8, 0.03651703222738569)	(9, 0.03908190797831487)	(10, 0.04317180322693508)	(12, 0.04874500011464686)	(14, 0.05458344017740452)	(16, 0.06035235047582978)	(18, 0.06581893505823184)	(20, 0.0713849214518647)	(22, 0.07734284970221586)	(24, 0.08294694870740872)	(26, 0.08862418272397345)	(28, 0.09470417433837484)	(30, 0.10038295346081363)	(32, 0.10572180929096059)	(34, 0.11101791719192541)	(36, 0.11649480248015451)	(38, 0.12203864235625926)	(40, 0.12703963503527982)	(42, 0.13256647874676997)	(44, 0.13802482276451045)	(46, 0.14334410725358604)	(48, 0.1492185997867383)	(50, 0.15496948384996628)	(52, 0.1598545935884328)	(54, 0.16448373078709774)	(56, 0.16887698182232383)	(58, 0.17328671398687318)	(60, 0.17769747622200519)	(62, 0.18227665499740908)	(64, 0.18663333852694922)	(66, 0.1911002396088385)	(68, 0.1954775245500327)	(70, 0.19991712876148043)	(72, 0.20445458967828486)	(74, 0.20922587661736275)	(76, 0.21369123259337802)	(78, 0.2182322987572219)	(80, 0.2227785152739793)	(82, 0.22741074268439238)	(84, 0.23241431053986966)	(86, 0.23756620855925614)	(88, 0.24273149749621775)	(90, 0.24759549078773885)	(92, 0.2524383676323146)	(94, 0.2572209853478022)	(96, 0.26184291205238824)	(98, 0.2665235527801883)	(100, 0.27113929906127815)	(102, 0.27585753736534685)	(104, 0.2805268473167372)	(106, 0.2852909237617362)	(108, 0.2899658991013314)	(110, 0.294689802793605)	(112, 0.29930606410998617)	(114, 0.3036818039453063)	(116, 0.30810595709801347)	(118, 0.3126635043911806)	(120, 0.3160730380199258)
78M_R1 - polyg	(1, 0.0011845811701078543)	(2, 0.0015142037565726487)	(3, 0.0018057137314774511)	(4, 0.00214975730610008)	(5, 0.0024618686926589322)	(6, 0.0027667695851388667)	(7, 0.003098452312769066)	(8, 0.003430135040399265)	(9, 0.003796840167841349)	(10, 0.00432423630618502)	(12, 0.005079793078597291)	(14, 0.0057828162512917345)	(16, 0.006487384529860233)	(18, 0.007238305984650341)	(20, 0.0080922344977107)	(22, 0.00891011054037647)	(24, 0.0099396660877876)	(26, 0.017254197295557924)	(28, 0.026613933645284027)	(30, 0.030562194188782643)	(32, 0.034094821252160804)	(34, 0.035670829243695606)	(36, 0.036910519189978036)	(38, 0.03817596090082804)	(40, 0.039483120470277494)	(42, 0.04072435552243398)	(44, 0.041945504198227776)	(46, 0.04684503492485213)	(48, 0.055517714195915675)	(50, 0.06732335314426882)	(52, 0.09130854666249612)	(54, 0.10992758748013484)	(56, 0.11966329959254735)	(58, 0.1260141997701995)	(60, 0.12961635659791007)	(62, 0.13226775827778625)	(64, 0.1344710792541869)	(66, 0.13636125877344593)	(68, 0.13768026415459644)	(70, 0.13864441022000598)	(72, 0.13957610906206036)	(74, 0.1404228270810418)	(76, 0.1412860262293465)	(78, 0.14212656382483171)	(80, 0.14295216539686775)	(82, 0.14373501903972163)	(84, 0.1444926359532993)	(86, 0.14518638849074944)	(88, 0.14584511862838767)	(90, 0.14652548024826267)	(92, 0.14715639848016793)	(94, 0.14775126424167861)	(96, 0.14834200972085848)	(98, 0.14893842058824325)	(100, 0.14953071117329714)	(102, 0.1501333024641781)	(104, 0.1507523748843823)	(106, 0.15135496617526326)	(108, 0.1519596176073096)	(110, 0.1525385172747884)	(112, 0.15311896204814127)	(114, 0.15367314002163518)	(116, 0.15420723161876643)	(118, 0.1547325676159447)	(120, 0.15514614095489973)
78M_R2 - illumina_universal_adapter	(1, 0.0012381448404083833)	(2, 0.002664792597451321)	(3, 0.004093500495659663)	(4, 0.005491306276386932)	(5, 0.00675623295194558)	(6, 0.007817205652129136)	(7, 0.008612420141975453)	(8, 0.009260334538495313)	(9, 0.009759918771106017)	(10, 0.01024199180381078)	(12, 0.010609211966544213)	(14, 0.010829132035951195)	(16, 0.013482593856992787)	(18, 0.017093506284656338)	(20, 0.020813091158795)	(22, 0.02468615654975633)	(24, 0.028792017892408428)	(26, 0.03328570080944801)	(28, 0.03802351045458807)	(30, 0.042969909392725394)	(32, 0.04812901790619077)	(34, 0.05373208684080093)	(36, 0.059845555749140154)	(38, 0.06635560183181985)	(40, 0.07322668765373674)	(42, 0.08041709535629142)	(44, 0.08831773672561946)	(46, 0.09684981136214413)	(48, 0.10605143187742538)	(50, 0.11599624831812651)	(52, 0.11863271397455351)	(54, 0.11870069863301186)	(56, 0.11875889762093456)	(58, 0.1188356378793459)	(60, 0.11892164877300156)	(62, 0.11903753171355558)	(64, 0.11916680557168474)	(66, 0.11932286126496416)	(68, 0.11948149213470036)	(70, 0.11965660413375978)	(72, 0.1198579829326781)	(74, 0.12009644427257374)	(76, 0.12034160107125692)	(78, 0.12057645716411308)	(80, 0.12084170033915898)	(82, 0.12112548478469351)	(84, 0.12140926923022805)	(86, 0.12172189565207825)	(88, 0.1220520332738344)	(90, 0.12243161428356025)	(92, 0.12284879286955477)	(94, 0.12332417044347196)	(96, 0.12382993509957888)	(98, 0.12444797744920037)	(100, 0.12512112857499644)	(102, 0.12594209482941032)	(104, 0.12685782757743283)	(106, 0.1278276390310472)	(108, 0.1289576264602718)	(110, 0.1302158576770429)	(112, 0.13157658091679292)	(114, 0.13314743855541417)	(116, 0.13490113372246515)	(118, 0.13679852373580315)	(120, 0.1383621708803455)
78M_R2 - polya	(1, 0.10949032251777763)	(2, 0.14499582543294948)	(3, 0.1802767729610922)	(4, 0.2155978932419603)	(5, 0.2508726603466068)	(6, 0.2863956744616846)	(7, 0.3217064940367257)	(8, 0.3568906149300944)	(9, 0.3920675253293841)	(10, 0.445415395842837)	(12, 0.5169527677409417)	(14, 0.588469023192101)	(16, 0.6596005472806209)	(18, 0.7316962174345503)	(20, 0.8029214779460961)	(22, 0.8742234787160532)	(24, 0.9457974181198439)	(26, 1.017181309501126)	(28, 1.0882051912137534)	(30, 1.1591234906916539)	(32, 1.2301509776513209)	(34, 1.301093483787915)	(36, 1.3722713610526562)	(38, 1.4431098300603973)	(40, 1.514324274830825)	(42, 1.5849587898631907)	(44, 1.655512959390106)	(46, 1.7264209581621794)	(48, 1.7973222614754651)	(50, 1.8678702505788842)	(52, 1.9383203829769464)	(54, 2.0090053714678646)	(56, 2.078673680293656)	(58, 2.147591582699948)	(60, 2.2169549906332593)	(62, 2.2853846395833504)	(64, 2.3533492116653516)	(66, 2.42158726748706)	(68, 2.48960849345111)	(70, 2.5585011591281264)	(72, 2.627314509370274)	(74, 2.6963106971408517)	(76, 2.7657204582503843)	(78, 2.835582420345723)	(80, 2.9052435186774357)	(82, 2.9747645274099)	(84, 3.0441279353432114)	(86, 3.1135783842407605)	(88, 3.1832858357486944)	(90, 3.2522578168605785)	(92, 3.321055716043986)	(94, 3.389976193626735)	(96, 3.4599159260510683)	(98, 3.5294673218657224)	(100, 3.599254603843815)	(102, 3.6690315851160817)	(104, 3.738089577121621)	(106, 3.8065527033656505)	(108, 3.8752141181968502)	(110, 3.9446455107886194)	(112, 4.013434654372074)	(114, 4.082374188260603)	(116, 4.151424454736772)	(118, 4.220747689917358)	(120, 4.2742758227827835)
78M_R2 - polyg	(1, 0.031104011315284147)	(2, 0.03115860505616738)	(3, 0.031199807879475478)	(4, 0.031265732396768435)	(5, 0.03130796529065924)	(6, 0.03135431846688085)	(7, 0.03140685206659868)	(8, 0.03146041573689921)	(9, 0.03152531018360946)	(10, 0.03166488474756565)	(12, 0.031816305123222914)	(14, 0.03192446253440667)	(16, 0.03202849966325963)	(18, 0.03215622841551473)	(20, 0.03230919389704605)	(22, 0.03247039994323899)	(24, 0.032665598318661115)	(26, 0.032887063493942145)	(28, 0.03313222029262533)	(30, 0.03340415892645879)	(32, 0.033796615818468434)	(34, 0.03429465494520509)	(36, 0.034746340895720124)	(38, 0.03521862825788921)	(40, 0.03569915618471992)	(42, 0.036181229217424685)	(44, 0.03667926834416133)	(46, 0.0371865781061423)	(48, 0.037728910267935165)	(50, 0.03827536271205882)	(52, 0.03891349143804301)	(54, 0.04034580458329082)	(56, 0.06793006471748059)	(58, 0.10697489015481818)	(60, 0.12311506611518336)	(62, 0.13535848506118506)	(64, 0.14177530975613017)	(66, 0.14544236103055103)	(68, 0.14827351002710876)	(70, 0.15098156558903358)	(72, 0.15313080785984234)	(74, 0.15438234361782585)	(76, 0.15546391772966345)	(78, 0.15648729285357837)	(80, 0.15746276969539763)	(82, 0.15847120879586335)	(84, 0.15956874900173285)	(86, 0.16063332694895588)	(88, 0.161711295813754)	(90, 0.1630771694064175)	(92, 0.16651657508206108)	(94, 0.17112099058674118)	(96, 0.17594841637257636)	(98, 0.1808165299464283)	(100, 0.18601323603616232)	(102, 0.19163845148830055)	(104, 0.19737748973982744)	(106, 0.20345542121306345)	(108, 0.20972649092055617)	(110, 0.2164070136846731)	(112, 0.2236690112927256)	(114, 0.23116947024067372)	(116, 0.23902169829261474)	(118, 0.2473323077538584)	(120, 0.2539041580715002)
79M_R1 - polya	(1, 0.008633509114618555)	(2, 0.010889427352792006)	(3, 0.01323041038124349)	(4, 0.01540466642075003)	(5, 0.017560775304997254)	(6, 0.019756581091374226)	(7, 0.022089624739399762)	(8, 0.024241196834832158)	(9, 0.026469894340116637)	(10, 0.02978004887913585)	(12, 0.034129695155352635)	(14, 0.03850372667144912)	(16, 0.042916320892471646)	(18, 0.04744914001708714)	(20, 0.051863435533915224)	(22, 0.056286804628372974)	(24, 0.06084287479566445)	(26, 0.06540121335736335)	(28, 0.0701274131052109)	(30, 0.07474586411870626)	(32, 0.0792497612146272)	(34, 0.08387615160854853)	(36, 0.08843902695906225)	(38, 0.09298659064732592)	(40, 0.0975086348985062)	(42, 0.10211744523577006)	(44, 0.1067251213758302)	(46, 0.11128799672634393)	(48, 0.11619793642119203)	(50, 0.12118670282169777)	(52, 0.1258164958072302)	(54, 0.1302149125632064)	(56, 0.13453336841632124)	(58, 0.13895049942615859)	(60, 0.1433024140967828)	(62, 0.14785508167246314)	(64, 0.15227051138649494)	(66, 0.15679255563767522)	(68, 0.16129021464897578)	(70, 0.16568636301054454)	(72, 0.170114835992419)	(74, 0.17441230919726525)	(76, 0.1786167782314075)	(78, 0.1828354247305961)	(80, 0.18715388058371096)	(82, 0.19161694658029846)	(84, 0.19617528514199734)	(86, 0.2007512037603537)	(88, 0.20531975009688597)	(90, 0.2096540847108527)	(92, 0.21386082213940238)	(94, 0.21802729556722045)	(96, 0.22206730600682523)	(98, 0.22620315611014322)	(100, 0.230281729254674)	(102, 0.23437107727264)	(104, 0.23850012219273575)	(106, 0.24262349612681294)	(108, 0.2466827879188807)	(110, 0.25061391542692957)	(112, 0.2545904108231267)	(114, 0.2585408196836386)	(116, 0.2623471854992797)	(118, 0.26606621813023534)	(120, 0.2688875336744568)
79M_R1 - polyg	(1, 0.0012464827268741188)	(2, 0.0015867418879862531)	(3, 0.0018351310755981111)	(4, 0.0021470353066175675)	(5, 0.0024419265795814177)	(6, 0.0027969303043417445)	(7, 0.0031088345353612007)	(8, 0.0033923838362879795)	(9, 0.003687275109251829)	(10, 0.004197663850920031)	(12, 0.0048895241451813705)	(14, 0.005533181058285158)	(16, 0.00625736597285215)	(18, 0.0070093387189099675)	(20, 0.007786830902051194)	(22, 0.00869985965103542)	(24, 0.010106264183632243)	(26, 0.024066530465461262)	(28, 0.04173902419502366)	(30, 0.048609990855081366)	(32, 0.05587849363503841)	(34, 0.0587139866443062)	(36, 0.060572368762580306)	(38, 0.06251694986833616)	(40, 0.06439121074746215)	(42, 0.06627851489443079)	(44, 0.06794748607968581)	(46, 0.07640519462772977)	(48, 0.08723677792313271)	(50, 0.09902222106685334)	(52, 0.11874874593232933)	(54, 0.1325411510280097)	(56, 0.14073515872619174)	(58, 0.1463437638985234)	(60, 0.14961705702842215)	(62, 0.15195463746526253)	(64, 0.15381642217514774)	(66, 0.15543548868343965)	(68, 0.15650390244933177)	(70, 0.15734547677448243)	(72, 0.1581309083380496)	(74, 0.15893391995827424)	(76, 0.1596524338868227)	(78, 0.1604010040412694)	(80, 0.1611302928432531)	(82, 0.16182158603891256)	(84, 0.16250267145973868)	(86, 0.16316674392250918)	(88, 0.16380926663840928)	(90, 0.16436502326822577)	(92, 0.16496387939178314)	(94, 0.16555422903631267)	(96, 0.16615421935707375)	(98, 0.1667247205505384)	(100, 0.16723284089779922)	(102, 0.16781525116190282)	(104, 0.16838631945396934)	(106, 0.1689364050977673)	(108, 0.16949953400940787)	(110, 0.17003997897697432)	(112, 0.17055377031025365)	(114, 0.1710936481792182)	(116, 0.17159893303346974)	(118, 0.1720735945632212)	(120, 0.17243880606281486)
79M_R2 - illumina_universal_adapter	(1, 0.001297521601040939)	(2, 0.0027889909239157944)	(3, 0.004176114104049595)	(4, 0.005543955931720376)	(5, 0.006807451616650101)	(6, 0.007853181438468061)	(7, 0.008607422578933292)	(8, 0.009214218082916599)	(9, 0.00972800941619592)	(10, 0.010183956692086181)	(12, 0.010544631402865042)	(14, 0.010713626786217404)	(16, 0.013907526111856638)	(18, 0.018313882248258778)	(20, 0.022936302951967122)	(22, 0.027811649632102156)	(24, 0.03306014719225683)	(26, 0.03851336734768063)	(28, 0.044332933199901836)	(30, 0.05029143820957716)	(32, 0.05655844485866082)	(34, 0.06315323449961585)	(36, 0.07029073750254472)	(38, 0.0776539457490113)	(40, 0.08557688031550735)	(42, 0.09411568396361636)	(44, 0.10316884604360654)	(46, 0.11265527145541285)	(48, 0.12308988572951832)	(50, 0.1342946199049409)	(52, 0.1372923031143388)	(54, 0.13736148914376495)	(56, 0.13744145004662628)	(58, 0.1375242464424969)	(60, 0.13764447134608987)	(62, 0.1377646962496828)	(64, 0.13789229343509984)	(66, 0.13805391653662813)	(68, 0.13824276037104538)	(70, 0.13847130110759234)	(72, 0.1387185560980005)	(74, 0.13896354269400124)	(76, 0.1391886808389371)	(78, 0.1394557842804101)	(80, 0.13972345482048498)	(82, 0.13998261888153207)	(84, 0.14026843657686627)	(86, 0.14059905506174689)	(88, 0.14092116706759972)	(90, 0.14130849541266569)	(92, 0.14172758127943547)	(94, 0.14220904799240913)	(96, 0.14274098648094777)	(98, 0.14334097680170882)	(100, 0.1440203609267294)	(102, 0.14480352409588915)	(104, 0.1455895227580582)	(106, 0.14649631342242203)	(108, 0.14756869687852708)	(110, 0.14881007571798455)	(112, 0.15021137636316467)	(114, 0.15177203171546566)	(116, 0.15344780808394293)	(118, 0.15526819459589286)	(120, 0.15674491935511953)
79M_R2 - polya	(1, 0.10454235885729586)	(2, 0.13975010845477212)	(3, 0.1747537025555811)	(4, 0.20957242251218577)	(5, 0.24405428589928949)	(6, 0.2793164769625437)	(7, 0.31407962125616673)	(8, 0.3482858747227696)	(9, 0.3834811481510051)	(10, 0.43607897637432064)	(12, 0.5061644241829943)	(14, 0.577021126090189)	(16, 0.6481523037206807)	(18, 0.7196175024276641)	(20, 0.7916583062155289)	(22, 0.8636962745103844)	(24, 0.9356956801003138)	(26, 1.0079973492450314)	(28, 1.080618862001194)	(30, 1.15382562051447)	(32, 1.226499873440605)	(34, 1.300317397148077)	(36, 1.3734118701381857)	(38, 1.4463968930981368)	(40, 1.5197023267681349)	(42, 1.5925370685985947)	(44, 1.6656598965187959)	(46, 1.7390509620776742)	(48, 1.8125384343988675)	(50, 1.8854066350468366)	(52, 1.95860658837689)	(54, 2.0325607828474084)	(56, 2.1064146008653992)	(58, 2.1790962260733586)	(60, 2.252080681934708)	(62, 2.3247004933950652)	(64, 2.3972499846287922)	(66, 2.4699707396402797)	(68, 2.542155586473015)	(70, 2.6147907095956224)	(72, 2.687344170519563)	(74, 2.7600864752779204)	(76, 2.832487953776564)	(78, 2.9058115346018214)	(80, 2.9792145092313387)	(82, 3.052991768938079)	(84, 3.1261764106058827)	(86, 3.1990616242119074)	(88, 3.2719457036207285)	(90, 3.344319961386483)	(92, 3.4167197385893213)	(94, 3.4890423903823073)	(96, 3.5614189165424692)	(98, 3.6333145430882596)	(100, 3.705057620110151)	(102, 3.7768585411894318)	(104, 3.848709934044278)	(106, 3.9200004663818904)	(108, 3.991096483899067)	(110, 4.062829353146125)	(112, 4.1337081718987925)	(114, 4.204752016344598)	(116, 4.275731211549793)	(118, 4.346542545568839)	(120, 4.401204612702902)
